State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
Nebraska,No action,,,,,,,,"<a href="""" target=""_blank"" rel=""noopener""></a>",,3/19/2020
Nevada,Legislation,Product,Bill would ban the sale and distribution of certain PFAS-containing products. It would also require the disclosure of intentionally added PFAS in cookware.,Pending,,Bill,https://www.leg.state.nv.us/App/NELIS/REL/82nd2023/Bill/9656/Overview,Bill,"<a href=""https://www.leg.state.nv.us/App/NELIS/REL/82nd2023/Bill/9656/Overview"" target=""_blank"" rel=""noopener"">Bill</a>",SB 76,1/26/2023
Nevada,Legislation,Environment and Product,"Requires the State Environmental Commission to establish water quality standards, effluent limitations and maximum permissible levels in public water systems for PFAS. Also requires a permit to store or dispose of PFAS, and prohibits, with certain exceptions, the use, manufacture, or sale of certain Class B firefighting foams for training/testing.",In effect,5/27/2021,Law,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7397/Text#,Law,"<a href=""https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7397/Text#"" target=""_blank"" rel=""noopener"">Law</a>","AB 97; portions of the law take effect July 1, 2022.",9/7/2021
New Hampshire,Legislation,Environment,Law reduces from twice a year to once a year the frequency of required reports on environmental and public health impacts of PFAS.,Pending,7/10/2023,Law,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=689,Law,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=689"" target=""_blank"" rel=""noopener"">Law</a>","HB 391; Bill passed both houses of the legislature on May 11, 2023 and takes effect 60 days after passage",5/23/2023
New Hampshire,Legislation,Environment,"Sets maximum contaminant levels for PFOA, PFOS, PFHxS, and PFNA. Establishes a per- and polyfluoroalkyl substances fund and programs and makes appropriations. Extends the commission on the seacoast cancer cluster investigation. Requires insurance coverage for PFAS blood tests.",In effect,6/30/2022,Law,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2641&sy=2020&sortoption=billnumber&txtsessionyear=2020&txtbillnumber=hb1264,Law,"<a href=""https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=2641&sy=2020&sortoption=billnumber&txtsessionyear=2020&txtbillnumber=hb1264"" target=""_blank"" rel=""noopener"">Law</a>","HB 1264; Signed into law on July 28, 2020. HB 271 (signed Aug. 24, 2021) makes various technical amendments.",3/14/2023
New Hampshire,Legislation,Environment,Bill would require installers of new well pumps to test for PFAS and notify property buyers of presence of PFAS before executing a contract.,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=463,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=463"" target=""_blank"" rel=""noopener"">Bill</a>",HB 205,2/10/2023
New Hampshire,Legislation,Environment,"Bill would add duties to the Department of Environmental Services that require it to investigate, test, and monitor for PFAS. It would also change the name of the PFAS Loan Fund to the PFAS Response Fund, as well as appropriate $2 million to that fund.",Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=412,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=412"" target=""_blank"" rel=""noopener"">Bill</a>",HB 212,2/10/2023
New Hampshire,Legislation,Product,Bill would ban the sale and distribution of food packaging containing PFAS.,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=467,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=467"" target=""_blank"" rel=""noopener"">Bill</a>",HB 242,2/10/2023
New Hampshire,Legislation,Health and Safety,Bill would require health insurance coverage for preventative PFAS care when individuals have elevated levels of PFAS in their blood.,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=587,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=587"" target=""_blank"" rel=""noopener"">Bill</a>",HB 414,2/10/2023
New Hampshire,Legislation,Environment,Bill would require disclosure of PFAS or other groundwater contamination prior to the sale of real estate.,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=597,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=597"" target=""_blank"" rel=""noopener"">Bill</a>",HB 398,2/10/2023
New Hampshire,Legislation,Product,"Bill would restrict the use of PFAS in rugs, carpets, and aftermarket stain and water resistant treatments.",Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=510,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=510"" target=""_blank"" rel=""noopener"">Bill</a>",HB 465,2/10/2023
New Hampshire,Legislation,Health and Safety,Bill would require the Department of Health and Human Services to develop a health outcomes repository to collect information relative to adverse human health effects in areas impacted by PFAS air emissions and contaminated drinking water. The repository will collect adverse health outcome information.,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=259,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=259"" target=""_blank"" rel=""noopener"">Bill</a>",HB 614,2/9/2023
New Hampshire,Legislation,Product,Bill would require regulators to commence rulemaking on ways to control toxic materials such as PFAS that are processed in advanced recyling facilities. ,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=959,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=959"" target=""_blank"" rel=""noopener"">Bill</a>",SB 267,2/1/2023
New Hampshire,Legislation,Environment,Bill would collectively allocate $10 million across two years to the PFAS remediation loan fund (which helps with remediation of PFAS contamination).,Pending,,Bill,https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=933,Bill,"<a href=""https://www.gencourt.state.nh.us/bill_status/billinfo.aspx?id=933"" target=""_blank"" rel=""noopener"">Bill</a>",SB 138,1/26/2023
New Hampshire,Legislation,Health and Safety,Bill would establish a common law claim for recovery of costs associated with medical monitoring following significant exposure to PFAS.,Pending,,Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0966&sy=2022&sortoption=&txtsessionyear=2022,Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0966&sy=2022&sortoption=&txtsessionyear=2022"" target=""_blank"" rel=""noopener"">Bill</a>",SB 111,3/15/2022
New Hampshire,Binding,Environment,Interim rule expands criteria and procedures for administering the PFAS Remediation Loan Fund program to assist public water systems and municipalities with the cost of complying with maximum contaminant levels. ,In effect,10/30/2021,Rulemaking Notice,https://www.des.nh.gov/news-and-media/rulemaking-notice-env-dw-1400-and-polyfluoroalkyl-substances-pfas-remediation-grant,Rulemaking Notice,"<a href=""https://www.des.nh.gov/news-and-media/rulemaking-notice-env-dw-1400-and-polyfluoroalkyl-substances-pfas-remediation-grant"" target=""_blank"" rel=""noopener"">Rulemaking Notice</a>","Interim rule in response to enactment of HB 271. Expires April 28, 2022. A proposal to extend the rule past expiration is pending.",3/8/2022
New Hampshire,Legislation,Environment,"Bill would require adoption of groundwater quality standards for perfluorobutanoic acid (PFBA), perfluoroheptanoic acid (PFHpA), and perfluorodecanoic acid (PFDA).",Pending,,Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=3126&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=SB455,Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=3126&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=SB455"" target=""_blank"" rel=""noopener"">Bill</a>",SB 455,2/2/2022
New Hampshire,Legislation,Environment,Prefiled bill for the 2022 session would require testing for PFAS in drinking water at child care facilities and schools.,Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2710&sy=2022&sortoption=&txtsessionyear=2022,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2710&sy=2022&sortoption=&txtsessionyear=2022"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1602,12/23/2021
New Hampshire,Legislation,Environment,Prefiled bill for the 2022 session would add PFBA and PFBS to a list of PFAS with maximum contaminant levels (MCLs). It would also set a cumulative total of 20 parts per trillion (ppt) for all PFAS MCLs.,Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2199&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1618,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2199&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1618"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1618,12/23/2021
New Hampshire,Legislation,Product,"Prefiled bill for the 2022 session would, among other things, ban the sale of carpets that contain or are treated with PFAS, or any fabric treatment containing PFAS.",Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2174&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1589,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2174&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1589"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1589,12/22/2021
New Hampshire,Legislation,Product,Prefiled bill for the 2022 session would requre PFAS warning labels on consumer products.,Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2750&sy=2022&sortoption=&txtsessionyear=2022,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2750&sy=2022&sortoption=&txtsessionyear=2022"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1422,12/21/2021
New Hampshire,Legislation,Environment,Prefiled bill for the 2022 session would establish a rulemaking schedule for surface water quality standards for perfluorinated chemicals.,Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2494&sy=2022&sortoption=&txtsessionyear=2022,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2494&sy=2022&sortoption=&txtsessionyear=2022"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1440,12/21/2021
New Hampshire,Legislation,Environment,Prefiled bill for the 2022 session would require landfills sited within a proscribed distance of groundwater sources to monitor for the presence of all of the EPA Priority Pollutants and four PFAS listed by the state.,Pending,,Prefiled Bill,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2237&sy=2022&sortoption=&txtsessionyear=2022,Prefiled Bill,"<a href=""http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2237&sy=2022&sortoption=&txtsessionyear=2022"" target=""_blank"" rel=""noopener"">Prefiled Bill</a>",HB 1454,12/21/2021
New Hampshire,Binding,Product,Requires bottled water manufacturers to test for PFAS contaminants and submit results when submitting or renewing beverage licenses. ,In effect,10/23/2021,Rulemaking Notice,https://www.dhhs.nh.gov/oos/aru/documents/hep2100varip.pdf,Rulemaking Notice,"<a href=""https://www.dhhs.nh.gov/oos/aru/documents/hep2100varip.pdf"" target=""_blank"" rel=""noopener"">Rulemaking Notice</a>",,11/23/2021
New Hampshire,Legislation,Environment,Adjusts criteria for the PFAS remediation grants and loans.,In effect,8/24/2021,Law,http://gencourt.state.nh.us/bill_status/billText.aspx?id=87&txtFormat=html&sy=2021,Law,"<a href=""http://gencourt.state.nh.us/bill_status/billText.aspx?id=87&txtFormat=html&sy=2021"" target=""_blank"" rel=""noopener"">Law</a>",HB 271,10/20/2021
New Hampshire,Legislation,Environment and Product,Establishes a statute of limitations on civil actions arising from harm or injury from PFAS.,Pending,9/21/2021,Law,http://www.gencourt.state.nh.us/bill_Status/billText.aspx?id=77&txtFormat=html&sy=2021,Law,"<a href=""http://www.gencourt.state.nh.us/bill_Status/billText.aspx?id=77&txtFormat=html&sy=2021"" target=""_blank"" rel=""noopener"">Law</a>","HB 236; Signed into law July 23, 2021",8/30/2021
New Hampshire,Binding,Environment,"Set enforceable standard for PFOA or PFOS found alone and combined at 70 ppt for drinking water, groundwater, and cleanups.",In effect,5/31/2016,Regulation,https://www.bloomberglaw.com/product/blaw/document/X2SSVHLQ4G84H0KKEDG8O060GHD,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X2SSVHLQ4G84H0KKEDG8O060GHD"" target=""_blank"" rel=""noopener"">Regulation</a>",This regulation will be superceded by HB 1264 when it goes into effect.,5/27/2021
New Hampshire,Binding,Environment,"Set stricter limits for PFOA, PFOS, PFNA, and PFHxS chemicals in drinking water. A November 2019 injunction as part of a 3M lawsuit suspended implementation of the legislation.",Pending,,Regulation,https://www.bloomberglaw.com/product/blaw/document/4783991848,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/4783991848"" target=""_blank"" rel=""noopener"">Regulation</a>",The injunction is now moot due to passage of HB 1264 that codified these limits through the legislative process. More info on injunction: https://news.bloomberglaw.com/environment-and-energy/new-hampshire-judge-suspends-states-new-pfas-restrictions.,5/27/2021
New Hampshire,Binding,Environment,Establishes criteria and procedures for administering the PFAS Remediation Loan Fund program to assist public water systems with the cost of complying with maximum contaminant levels.,In effect,1/26/2021,Regulation,https://www.des.nh.gov/sites/g/files/ehbemt341/files/documents/env-dw1400-adptpstd.pdf,Regulation,"<a href=""https://www.des.nh.gov/sites/g/files/ehbemt341/files/documents/env-dw1400-adptpstd.pdf"" target=""_blank"" rel=""noopener"">Regulation</a>",,2/11/2021
New Hampshire,Legislation,Health and Safety,Bill would establish standards for claims for medical monitoring damages following exposure to PFAS.,Pending,,Bill,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0966&sy=2021&txtsessionyear=2021,Bill,"<a href=""http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0966&sy=2021&txtsessionyear=2021"" target=""_blank"" rel=""noopener"">Bill</a>",SB 111,2/3/2021
New Hampshire,Legislation,Environment,Requires regular reporting of PFAS testing results to the New Hampshire legislature.,In effect,7/1/2018,Law,https://www.bloomberglaw.com/product/blaw/document/X29VEQE1C,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X29VEQE1C"" target=""_blank"" rel=""noopener"">Law</a>",2020 report to legislature,7/29/2020
New Hampshire,Legislation,Product,Ban on firefighting foam that contians PFAS chemicals.,In effect,1/1/2020,Law,https://www.bloomberglaw.com/product/blaw/document/XA5DV2BS000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XA5DV2BS000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/27/2020
New Hampshire,Legislation,Environment,"Established commission to investigate the environmental and public health impacts from air, soil, and groundwater PFAS releases in three towns.",In effect,8/16/2019,Law,https://www.bloomberglaw.com/product/blaw/document/XMOENRO000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XMOENRO000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/27/2020
New Hampshire ,Binding,Environment,Establishes standards for monitoring for the presence of PFAS in water systems. ,In effect,9/30/2019,Regulation,https://www.des.nh.gov/sites/g/files/ehbemt341/files/documents/2020-01/Env-Dw%20709-713.pdf,Regulation,"<a href=""https://www.des.nh.gov/sites/g/files/ehbemt341/files/documents/2020-01/Env-Dw%20709-713.pdf"" target=""_blank"" rel=""noopener"">Regulation</a>",Env-Dw 712.23 through Env-DW 712.30,5/27/2021
New Jersey,Legislation,Environment,"Bill would allow certain municipal water systems, under certain circumstances, to use lands preserved for recreation and conservation for drinking water wells and associated treatment equipment or facilities. This would apply when PFAS is detected above maximum contaminant levels (MCLs).",Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/A5211,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/A5211"" target=""_blank"" rel=""noopener"">Bill</a>",A 5211 / S 3444,3/21/2023
New Jersey,Legislation,Environment,Bill would require regulators to study using alternate water supplies when PFAS exceeds maximum contaminant level.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3582,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3582"" target=""_blank"" rel=""noopener"">Bill</a>",S 3582 / A 5301,3/21/2023
New Jersey,Non-binding guidance,Product,The Department of Environmental Protection held a take back and disposal program for PFAS-containing firefighting foam in 2020.,In effect,3/6/2020,State Website,https://www.ecos.org/news-and-updates/new-jersey-to-collect-and-dispose-of-pfas-firefighting-foams/,State Website,"<a href=""https://www.ecos.org/news-and-updates/new-jersey-to-collect-and-dispose-of-pfas-firefighting-foams/"" target=""_blank"" rel=""noopener"">State Website</a>","The DEP coordinated and funded the collection of approximately 18,000 gallons of AFFF from more than 140 municipal fire companies.",2/14/2023
New Jersey,Binding,Environment,"Interim soil remediation standards established for PFNA, PFOA, PFOS, and GenX.",In effect,10/17/2022,Interim Standards,https://nj.gov/dep/srp/guidance/rs/interim_soil_ia_rl_rs.html,Interim Standards,"<a href=""https://nj.gov/dep/srp/guidance/rs/interim_soil_ia_rl_rs.html"" target=""_blank"" rel=""noopener"">Interim Standards</a>",,11/17/2022
New Jersey,Legislation,Environment,"Bill would require water systems and landlords to provide notice of elevated PFAS levels in drinking water, as well as require regulators to set up an educational program.",Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3179,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3179"" target=""_blank"" rel=""noopener"">Bill</a>",S 3179 / A 4759,10/11/2022
New Jersey,Legislation,Environment,Bill would require regulators to perform an annual assessment of unregulated PFAS to determine if maximum contaminant levels are necessary.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3178,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3178"" target=""_blank"" rel=""noopener"">Bill</a>",S 3178 / A 4761,10/11/2022
New Jersey,Legislation,Product,"Bill would prohibit PFAS from being intentionally added to certain products (including cosmetics, carpets, food packaging, and cookware), require notification of PFAS in products, and establish educational programming and research.",Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3177,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3177"" target=""_blank"" rel=""noopener"">Bill</a>","S 3177 / A 4758; titled the ""Protecting Against Forever Chemicals Act""",10/11/2022
New Jersey,Legislation,Environment,Bill would require public community water systems to identify alternative water source if PFAS exceeds maximum contaminant levels in existing sources.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3180,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3180"" target=""_blank"" rel=""noopener"">Bill</a>",S 3180 / A 4762,10/7/2022
New Jersey,Legislation,Environment,Bill would require regulators to perform a study on regulating PFAS in drinking water and possible treatment methods.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S3176,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S3176"" target=""_blank"" rel=""noopener"">Bill</a>",S 3176 / A 4760,10/7/2022
New Jersey,Legislation,Product,"Bill would prohibit the sale, manufacture, distribution, and use of firefighting foam with intentionally added PFAS.",Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/A4125,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/A4125"" target=""_blank"" rel=""noopener"">Bill</a>",A 4125 / S 2712,5/31/2022
New Jersey,Non-binding guidance,Environment,Set interim specific groundwater quality standards for chloroperfluoropolyether carboxylates (ClPFPECAs) at 0.002 micrograms per liter.,In effect,1/18/2022,State Website,https://www.state.nj.us/dep/wms/bears/gwqs.htm,State Website,"<a href=""https://www.state.nj.us/dep/wms/bears/gwqs.htm"" target=""_blank"" rel=""noopener"">State Website</a>",The Department will replace the interim standard with a specific criterion as soon as reasonably possible through rulemaking.,3/15/2022
New Jersey,Legislation,Product,Bill would restrict discharge of firefighting foams containing perfluoroalkyl or polyfluoroalkyl substances for training or testing purposes.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S402,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S402"" target=""_blank"" rel=""noopener"">Bill</a>",S 402 / A 2372,3/15/2022
New Jersey,Legislation,Product,Proposed bill would prohibit products containing PFAS from being classified as recyclable.,Pending,,Bill,https://www.njleg.state.nj.us/bill-search/2022/S2145,Bill,"<a href=""https://www.njleg.state.nj.us/bill-search/2022/S2145"" target=""_blank"" rel=""noopener"">Bill</a>",S 2145 / A 1554; Re-introduced after failing to advance in 2021 legislature,3/8/2022
New Jersey,Binding,Environment,"Maximum contaminant levels of 14 ppt for PFOA, 14 ppt for PFNA, and 13 ppt for PFOS in drinking water.",In effect,6/1/2020,Regulation,https://www.bloomberglaw.com/product/blaw/document/X442IB18,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X442IB18"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/28/2020
New Jersey,Binding,Environment,Ordered five manufacturers to conduct an assessment of their PFAS use and discharge. The directive also set up a fund to remediate damages.,In effect,3/25/2019,Directive,https://aboutblaw.com/Q6n,Directive,"<a href=""https://aboutblaw.com/Q6n"" target=""_blank"" rel=""noopener"">Directive</a>",,5/28/2020
New Jersey,Non-binding guidance,Environment,Set interim specific groundwater quality standards for PFOA and PFOS at 10 ppt.,In effect,3/13/2019,State Website,https://www.state.nj.us/dep/wms/bears/gwqs.htm,State Website,"<a href=""https://www.state.nj.us/dep/wms/bears/gwqs.htm"" target=""_blank"" rel=""noopener"">State Website</a>",,5/28/2020
New Mexico,Legislation,Liability,Bill would explicitly allow the state's Office of Natural Resources Trustee to pursue natural resources injury claims for PFAS releases.,Pending,,Bill,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legtype=B&legno=112&year=23,Bill,"<a href=""https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legtype=B&legno=112&year=23"" target=""_blank"" rel=""noopener"">Bill</a>",SB 112 / HB 91,2/7/2023
New Mexico,Binding,Environment,Added PFOA and PFOS to the state's list of toxic pollutants where they're regulated at a risk-based level of 70 ppt.,In effect,12/21/2018,Regulation,https://www.env.nm.gov/wp-content/uploads/sites/27/2016/06/20.6.2.pdf,Regulation,"<a href=""https://www.env.nm.gov/wp-content/uploads/sites/27/2016/06/20.6.2.pdf"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/28/2020
New York,Legislation,Product,"Bill would require a manufacturer that produced, sold, or distributed a class B firefighting foam with intentionally added PFAS to recall all of the product within two years.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S7136,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S7136"" target=""_blank"" rel=""noopener"">Bill</a>",S 7316,5/23/2023
New York,Legislation,Product,"Bill would create a research program to determine risks posed from chemicals, including PFAS, in personal care and menstrual products.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S5353,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S5353"" target=""_blank"" rel=""noopener"">Bill</a>",S 5353,3/21/2023
New York,Legislation,Product,Bill would ban the sale and distribution of anti-fogging sprays and wipes that contain PFAS.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S992,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S992"" target=""_blank"" rel=""noopener"">Bill</a>",S 992 / A 5363,3/21/2023
New York,Legislation,Product,Bill would ban the sale of new apparel containing intentionally added PFAS. It would also eventually ban the sale of apparel with PFAS above a certain limit and outdoor apparel for severe wet conditions.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A994,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A994"" target=""_blank"" rel=""noopener"">Bill</a>","A 994 / S 1322; Passed both houses of the legislature on March 20, 2023",3/21/2023
New York,Legislation,Product,Bill would ban the sale and distribution of packaging containing PFAS.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S4246,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S4246"" target=""_blank"" rel=""noopener"">Bill</a>",S 4246 / A 5322,3/21/2023
New York,Legislation,Liability,Bill would entitle those providing cleanup and removal of PFAS discharge to be entitled to contributions from responsible parties.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A5555,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A5555"" target=""_blank"" rel=""noopener"">Bill</a>",AB 5555,3/17/2023
New York,Legislation,Product,"Bill would prohibit the sale of certain products that contain intentionally added PFAS beginning Jan. 1, 2025. It would also require manufacturers of products containing PFAS to provide notice to people offering the products for sale or distribution.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S5648,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S5648"" target=""_blank"" rel=""noopener"">Bill</a>",SB 5648 / AB 3556,3/14/2023
New York,Legislation,Product,Bill would prohibit the sale of any cosmetic product or personal care product containing PFAS.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A4600,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A4600"" target=""_blank"" rel=""noopener"">Bill</a>",AB 4600 / SB 4171,2/27/2023
New York,Legislation,Product,"Bill would, among other things, ban the sale of carpets that contain or are treated with PFAS.",Pending,12/31/2024,Law,https://www.nysenate.gov/legislation/bills/2021/S5027,Law,"<a href=""https://www.nysenate.gov/legislation/bills/2021/S5027"" target=""_blank"" rel=""noopener"">Law</a>","SB 5027; Signed into law on Dec. 28, 2022",2/10/2023
New York,Legislation,Product,Bill would prohibit the use of perfluoroalkyl and polyfluoroalkyl substances in common apparel.,Pending,12/31/2023,Law,https://www.nysenate.gov/legislation/bills/2021/A7063,Law,"<a href=""https://www.nysenate.gov/legislation/bills/2021/A7063"" target=""_blank"" rel=""noopener"">Law</a>","AB 7063 / SB 6291; Signed into law on Dec. 30, 2022",2/10/2023
New York,Legislation,Product,"Bill would push back the state's ban on carpets containing or treated with PFAS. The ban would take effect in Dec. 31, 2026 rather than Dec. 31, 2024.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S834,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S834"" target=""_blank"" rel=""noopener"">Bill</a>",S 834,2/10/2023
New York,Legislation,Product,"Bill would ban the sale, manufacture, and distribution of packaging material containing PFAS above the practical quantification limit.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S1064,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S1064"" target=""_blank"" rel=""noopener"">Bill</a>",S 1064,2/10/2023
New York,Legislation,Other,Bill would cap the real estate taxes that the city of Newburgh pays due to the construction of a granular activated carbon treatment facility meant to eliminate PFAS in the water supply.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A952,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A952"" target=""_blank"" rel=""noopener"">Bill</a>",A 952,2/10/2023
New York,Legislation,Environment,Bill would require publicly owned treatment works and people who discharge industrial waste to treatment works to disclose PFAS measurements. ,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A3296,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A3296"" target=""_blank"" rel=""noopener"">Bill</a>",A 3296 / S 227,2/9/2023
New York,Legislation,Product,Bill would require written notification of intentionally added PFAS in products and phase out the sale of those products.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/A3571,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/A3571"" target=""_blank"" rel=""noopener"">Bill</a>",A 3571,2/9/2023
